Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS19,13.8,1.0,0.064153845,6.0,76.9012,OUT013,1987,0.0,2.0,1.0,607.2096
FDU11,4.785,0.0,0.092516598,1.0,120.1098,OUT013,1987,0.0,2.0,1.0,1325.6078
FDL02,20.0,1.0,0.104245198,3.0,105.3622,OUT049,1999,1.0,0.0,1.0,1270.3464
FDO51,12.857645184136183,1.0,0.041779181,10.0,43.4112,OUT027,1985,1.0,2.0,3.0,1107.8912
DRK23,8.395,0.0,0.07226985,7.0,254.104,OUT018,2009,1.0,2.0,2.0,3542.056
FDO27,6.175,1.0,0.179806961,10.0,95.2752,OUT018,2009,1.0,2.0,2.0,1534.0032
FDB16,8.21,0.0,0.044995631,4.0,89.2198,OUT049,1999,1.0,0.0,1.0,1308.297
FDA44,19.7,0.0,0.053523765,6.0,55.393,OUT017,2007,1.0,1.0,1.0,1471.418
NCB18,19.6,0.0,0.041459372,9.0,89.6514,OUT018,2009,1.0,2.0,2.0,1239.7196
NCL53,7.5,0.0,0.036234918,8.0,175.3028,OUT046,1997,2.0,0.0,1.0,3896.2616
FDR16,5.845,1.0,0.105445801,5.0,214.4218,OUT018,2009,1.0,2.0,2.0,1496.0526
NCQ05,11.395,0.0,0.0,8.0,151.6708,OUT013,1987,0.0,2.0,1.0,3460.8284
FDF44,7.17,1.0,0.05997133,6.0,132.1968,OUT018,2009,1.0,2.0,2.0,2870.9296
FDU50,5.75,1.0,0.075595405,4.0,114.7176,OUT017,2007,1.0,1.0,1.0,1259.6936
FDG20,15.5,1.0,0.210375806,6.0,178.2028,OUT010,1998,1.0,2.0,0.0,177.1028
FDD58,7.76,0.0,0.059341019,13.0,99.77,OUT035,2004,2.0,1.0,1.0,798.96
FDT01,13.65,1.0,0.18520944,3.0,212.9902,OUT017,2007,1.0,1.0,1.0,3185.853
FDK15,10.8,0.0,0.098566832,10.0,98.3042,OUT049,1999,1.0,0.0,1.0,1488.063
FDJ08,11.1,0.0,0.11084417,6.0,189.2846,OUT049,1999,1.0,0.0,1.0,5159.2842
FDS10,12.857645184136183,0.0,0.0350152,13.0,182.0318,OUT027,1985,1.0,2.0,3.0,5954.2494
FDJ55,12.8,1.0,0.023567538,10.0,226.8404,OUT049,1999,1.0,0.0,1.0,4500.808
FDU32,8.785,0.0,0.0,6.0,123.0414,OUT010,1998,1.0,2.0,0.0,121.8414
FDG09,20.6,1.0,0.04792722,6.0,185.9556,OUT035,2004,2.0,1.0,1.0,4318.3788
FDE39,7.89,0.0,0.036207786,4.0,121.0782,OUT045,2002,1.0,1.0,1.0,3456.1678
FDU56,16.85,0.0,0.044377096,6.0,185.8266,OUT013,1987,0.0,2.0,1.0,1659.8394
NCH55,16.35,0.0,0.034742632,9.0,127.402,OUT045,2002,1.0,1.0,1.0,759.012
FDX33,12.857645184136183,1.0,0.116915909,13.0,159.4578,OUT027,1985,1.0,2.0,3.0,4974.1918
FDR24,17.35,1.0,0.062979148,0.0,87.983,OUT045,2002,1.0,1.0,1.0,1707.777
FDC33,12.857645184136183,1.0,0.068604503,6.0,197.3768,OUT027,1985,1.0,2.0,3.0,7488.9184
NCV54,12.857645184136183,0.0,0.03294861,9.0,116.8124,OUT027,1985,1.0,2.0,3.0,2488.7604
NCQ02,12.6,0.0,0.007450258,9.0,186.7556,OUT013,1987,0.0,2.0,1.0,2816.334
NCU17,5.32,0.0,0.093027718,8.0,101.4674,OUT049,1999,1.0,0.0,1.0,2954.1546
NCZ06,12.857645184136183,0.0,0.164864915,9.0,255.2698,OUT019,1985,2.0,0.0,0.0,761.0094
FDV37,13.0,1.0,0.083498083,3.0,199.4426,OUT035,2004,2.0,1.0,1.0,593.2278
DRH25,12.857645184136183,0.0,0.014522363,14.0,50.2324,OUT027,1985,1.0,2.0,3.0,1298.31
NCI43,19.85,0.0,0.025963795,9.0,46.3376,OUT035,2004,2.0,1.0,1.0,1150.5024
NCQ53,17.6,0.0,0.019012262,8.0,237.159,OUT017,2007,1.0,1.0,1.0,3072.667
NCT18,14.6,0.0,0.059393919,9.0,181.7976,OUT035,2004,2.0,1.0,1.0,3259.7568
FDF14,7.55,0.0,0.027212058,3.0,152.734,OUT049,1999,1.0,0.0,1.0,2756.412
FDM14,13.8,0.0,0.013263968,3.0,106.9254,OUT046,1997,2.0,0.0,1.0,2930.1858
FDX57,17.25,1.0,0.079113947,13.0,99.2068,OUT010,1998,1.0,2.0,0.0,97.2068
NCV05,10.1,0.0,0.03020851,8.0,153.1656,OUT046,1997,2.0,0.0,1.0,1544.656
FDX39,14.3,1.0,0.049634817,10.0,212.5586,OUT013,1987,0.0,2.0,1.0,3165.879
FDA23,9.8,0.0,0.047187038,0.0,100.6016,OUT046,1997,2.0,0.0,1.0,1619.2256
NCV06,11.3,0.0,0.066681333,9.0,194.4478,OUT046,1997,2.0,0.0,1.0,387.4956
NCE31,7.67,0.0,0.185218446,9.0,36.3216,OUT045,2002,1.0,1.0,1.0,415.4592
DRI39,13.8,0.0,0.162462044,4.0,55.893,OUT010,1998,1.0,2.0,0.0,226.372
FDH21,10.395,0.0,0.031273559,12.0,160.0604,OUT049,1999,1.0,0.0,1.0,1267.6832
FDR26,20.7,0.0,0.042836778,4.0,175.8028,OUT046,1997,2.0,0.0,1.0,1593.9252
FDA14,12.857645184136183,0.0,0.114127418,4.0,147.176,OUT019,1985,2.0,0.0,0.0,585.904
FDG21,17.35,1.0,0.146895866,12.0,149.605,OUT018,2009,1.0,2.0,2.0,3745.125
NCQ38,16.35,0.0,0.013420879,11.0,104.828,OUT018,2009,1.0,2.0,2.0,1810.976
FDN20,19.35,0.0,0.026181893,6.0,167.0474,OUT046,1997,2.0,0.0,1.0,2358.2636
NCN29,15.2,0.0,0.012184999,8.0,50.3034,OUT017,2007,1.0,1.0,1.0,145.8102
FDI28,14.3,0.0,0.026428924,5.0,78.2302,OUT018,2009,1.0,2.0,2.0,554.6114
FDA03,12.857645184136183,1.0,0.045243613,4.0,146.8102,OUT027,1985,1.0,2.0,3.0,3499.4448
FDZ28,20.0,1.0,0.0,5.0,127.3678,OUT046,1997,2.0,0.0,1.0,1780.3492
FDO52,12.857645184136183,1.0,0.076790922,5.0,172.1106,OUT027,1985,1.0,2.0,3.0,2566.659
FDU10,10.1,1.0,0.045950475,13.0,38.2848,OUT017,2007,1.0,1.0,1.0,1230.3984
FDP13,12.857645184136183,1.0,0.133673087,3.0,41.548,OUT027,1985,1.0,2.0,3.0,918.804
FDV02,12.857645184136183,0.0,0.060252433,4.0,170.7106,OUT027,1985,1.0,2.0,3.0,3079.9908
FDS28,8.18,1.0,0.082529704,5.0,56.9588,OUT049,1999,1.0,0.0,1.0,744.3644
FDW49,19.5,0.0,0.082552214,3.0,179.8002,OUT046,1997,2.0,0.0,1.0,716.4008
FDP33,18.7,0.0,0.089272253,13.0,254.7672,OUT046,1997,2.0,0.0,1.0,5113.344
FDJ03,12.35,1.0,0.072541731,4.0,48.5692,OUT045,2002,1.0,1.0,1.0,886.8456
FDQ51,16.0,1.0,0.017536671,10.0,45.5718,OUT013,1987,0.0,2.0,1.0,1039.9796
DRK23,8.395,0.0,0.072088552,7.0,253.704,OUT049,1999,1.0,0.0,1.0,4554.072
FDU11,4.785,0.0,0.092781435,1.0,119.7098,OUT045,2002,1.0,1.0,1.0,1807.647
NCK06,5.03,0.0,0.008644894,9.0,122.6756,OUT035,2004,2.0,1.0,1.0,2665.8632
FDY09,15.6,0.0,0.025342692,13.0,174.3054,OUT017,2007,1.0,1.0,1.0,1751.054
NCY18,7.285,0.0,0.031145743,9.0,173.6054,OUT035,2004,2.0,1.0,1.0,2626.581
FDA10,20.35,0.0,0.0,13.0,120.9072,OUT049,1999,1.0,0.0,1.0,1470.0864
FDO34,17.7,0.0,0.030108283,13.0,165.9816,OUT017,2007,1.0,1.0,1.0,4362.3216
FDE38,12.857645184136183,0.0,0.044391149,3.0,164.3842,OUT027,1985,1.0,2.0,3.0,4476.1734
FDF40,20.25,1.0,0.022639471,4.0,248.4092,OUT017,2007,1.0,1.0,1.0,2241.0828
FDY02,8.945,1.0,0.0,4.0,264.791,OUT017,2007,1.0,1.0,1.0,4733.838
FDS03,12.857645184136183,0.0,0.139419417,10.0,66.0826,OUT019,1985,2.0,0.0,0.0,258.3304
FDB59,18.25,0.0,0.015278899,13.0,199.0084,OUT046,1997,2.0,0.0,1.0,3174.5344
NCQ42,20.35,0.0,0.039329257,9.0,127.6678,OUT049,1999,1.0,0.0,1.0,2924.8594
FDO15,16.75,1.0,0.008579863,10.0,72.3038,OUT049,1999,1.0,0.0,1.0,960.7494
DRN47,12.1,0.0,0.028164527,7.0,178.166,OUT010,1998,1.0,2.0,0.0,539.298
FDA03,18.5,1.0,0.0,4.0,144.2102,OUT035,2004,2.0,1.0,1.0,2041.3428
FDA01,15.0,1.0,0.054367971,3.0,58.5904,OUT035,2004,2.0,1.0,1.0,996.0368
FDB38,19.5,1.0,0.0273467,3.0,158.992,OUT046,1997,2.0,0.0,1.0,1757.712
FDT59,13.65,0.0,0.016001434,1.0,230.6668,OUT017,2007,1.0,1.0,1.0,1842.9344
FDG08,13.15,1.0,0.165328057,6.0,170.6764,OUT035,2004,2.0,1.0,1.0,3435.528
FDV56,12.857645184136183,1.0,0.013529884,6.0,106.2596,OUT027,1985,1.0,2.0,3.0,1402.1748
FDY26,20.6,1.0,0.030510526,4.0,211.4244,OUT046,1997,2.0,0.0,1.0,7833.8028
DRE13,6.28,0.0,0.027699863,14.0,87.9198,OUT035,2004,2.0,1.0,1.0,1221.0772
FDE51,5.925,1.0,0.09646733,4.0,42.8086,OUT046,1997,2.0,0.0,1.0,669.129
FDL40,17.7,0.0,0.011636708,5.0,94.541,OUT045,2002,1.0,1.0,1.0,1061.951
FDD50,18.85,0.0,0.141642219,3.0,168.1132,OUT046,1997,2.0,0.0,1.0,2874.9244
FDC04,12.857645184136183,0.0,0.044767801,4.0,241.8854,OUT027,1985,1.0,2.0,3.0,4592.0226
FDN15,17.5,0.0,0.028009382,10.0,141.718,OUT010,1998,1.0,2.0,0.0,419.454
FDC46,17.7,0.0,0.1164455,13.0,182.8266,OUT013,1987,0.0,2.0,1.0,5163.9448
FDV56,16.1,1.0,0.013584408,6.0,107.7596,OUT013,1987,0.0,2.0,1.0,323.5788
FDK43,9.8,0.0,0.026950104,10.0,128.402,OUT018,2009,1.0,2.0,2.0,1265.02
NCR29,7.565,0.0,0.054751689,8.0,54.793,OUT045,2002,1.0,1.0,1.0,622.523
FDY03,17.6,1.0,0.076121831,10.0,111.7202,OUT046,1997,2.0,0.0,1.0,1125.202
FDU44,12.15,1.0,0.058516562,6.0,164.1552,OUT049,1999,1.0,0.0,1.0,5198.5664
FDZ04,9.31,0.0,0.037923509,5.0,61.651,OUT013,1987,0.0,2.0,1.0,379.506
FDU16,19.25,1.0,0.058365706,5.0,82.1908,OUT049,1999,1.0,0.0,1.0,2432.8332
FDV07,9.5,0.0,0.031346387,6.0,110.7228,OUT045,2002,1.0,1.0,1.0,1657.842
NCL19,15.35,0.0,0.015663185,11.0,143.947,OUT013,1987,0.0,2.0,1.0,3006.087
FDW01,12.857645184136183,0.0,0.063750302,3.0,153.4682,OUT027,1985,1.0,2.0,3.0,2287.023
FDC10,12.857645184136183,1.0,0.07252476,13.0,120.3098,OUT027,1985,1.0,2.0,3.0,1687.1372
DRC12,17.85,0.0,0.038040837,14.0,189.1188,OUT017,2007,1.0,1.0,1.0,3237.1196
DRK39,7.02,0.0,0.049823902,4.0,82.225,OUT013,1987,0.0,2.0,1.0,2746.425
FDG24,12.857645184136183,0.0,0.014560297,0.0,81.425,OUT027,1985,1.0,2.0,3.0,1331.6
FDO04,12.857645184136183,0.0,0.026408698,5.0,53.2614,OUT027,1985,1.0,2.0,3.0,607.8754
DRB25,12.3,0.0,0.069446588,14.0,106.3938,OUT035,2004,2.0,1.0,1.0,857.5504
FDK26,5.46,1.0,0.03217132,3.0,184.824,OUT035,2004,2.0,1.0,1.0,4287.752
FDM52,15.1,0.0,0.026046138,5.0,147.2076,OUT045,2002,1.0,1.0,1.0,1773.6912
FDY07,11.8,0.0,0.121848436,6.0,46.8402,OUT045,2002,1.0,1.0,1.0,597.2226
NCO06,19.25,0.0,0.108470504,9.0,33.4558,OUT018,2009,1.0,2.0,2.0,441.4254
FDO10,13.65,1.0,0.0,13.0,55.8588,OUT045,2002,1.0,1.0,1.0,1431.47
FDK34,13.35,0.0,0.038494623,13.0,240.2564,OUT013,1987,0.0,2.0,1.0,2860.2768
FDS33,12.857645184136183,1.0,0.122830885,13.0,86.9514,OUT027,1985,1.0,2.0,3.0,3364.9532
FDO45,13.15,1.0,0.038029746,13.0,88.6856,OUT045,2002,1.0,1.0,1.0,1757.712
FDF08,14.3,1.0,0.065207559,6.0,89.8856,OUT046,1997,2.0,0.0,1.0,966.7416
FDH58,12.3,0.0,0.037014587,13.0,115.1834,OUT045,2002,1.0,1.0,1.0,1958.1178
FDS03,7.825,0.0,0.133281968,10.0,63.2826,OUT010,1998,1.0,2.0,0.0,129.1652
DRF03,19.1,0.0,0.045299563,4.0,38.8138,OUT035,2004,2.0,1.0,1.0,365.5242
FDE02,8.71,0.0,0.121149472,3.0,93.7778,OUT013,1987,0.0,2.0,1.0,1783.6782
NCZ06,19.6,0.0,0.094083303,9.0,252.2698,OUT013,1987,0.0,2.0,1.0,2790.3678
FDW49,19.5,0.0,0.0,3.0,179.3002,OUT049,1999,1.0,0.0,1.0,2328.3026
FDR23,15.85,0.0,0.0,1.0,174.737,OUT017,2007,1.0,1.0,1.0,2822.992
NCJ29,12.857645184136183,0.0,0.035022503,8.0,85.1224,OUT027,1985,1.0,2.0,3.0,2045.3376
FDY35,17.6,1.0,0.016060186,1.0,47.2402,OUT045,2002,1.0,1.0,1.0,505.3422
FDZ01,12.857645184136183,1.0,0.009014978,3.0,102.699,OUT027,1985,1.0,2.0,3.0,3095.97
FDX19,19.1,0.0,0.096733815,6.0,233.1958,OUT046,1997,2.0,0.0,1.0,5141.3076
FDG44,6.13,0.0,0.102607233,6.0,54.0298,OUT018,2009,1.0,2.0,2.0,808.947
FDQ23,6.55,0.0,0.024521191,1.0,100.6332,OUT035,2004,2.0,1.0,1.0,2665.8632
FDY22,16.5,1.0,0.160624116,13.0,143.8128,OUT017,2007,1.0,1.0,1.0,2588.6304
NCN41,17.0,0.0,0.052165855,8.0,125.073,OUT013,1987,0.0,2.0,1.0,1108.557
FDA47,10.5,1.0,0.0,0.0,162.421,OUT045,2002,1.0,1.0,1.0,1304.968
NCD19,8.93,0.0,0.0,9.0,55.4614,OUT045,2002,1.0,1.0,1.0,331.5684
FDO36,12.857645184136183,0.0,0.07753654,0.0,180.866,OUT027,1985,1.0,2.0,3.0,3235.788
FDH20,16.1,1.0,0.024928351,6.0,95.141,OUT013,1987,0.0,2.0,1.0,3089.312
FDN12,12.857645184136183,0.0,0.08071118,0.0,113.1544,OUT027,1985,1.0,2.0,3.0,3355.632
NCJ30,5.82,0.0,0.080968973,9.0,171.379,OUT018,2009,1.0,2.0,2.0,2037.348
FDB09,16.25,0.0,0.057485328,6.0,126.2046,OUT049,1999,1.0,0.0,1.0,1867.569
FDA09,13.35,1.0,0.149669322,13.0,180.266,OUT045,2002,1.0,1.0,1.0,898.83
FDL24,12.857645184136183,1.0,0.024776026,0.0,172.3422,OUT027,1985,1.0,2.0,3.0,7759.899
FDP03,5.15,1.0,0.061165512,10.0,125.6388,OUT035,2004,2.0,1.0,1.0,2848.2924
FDR58,12.857645184136183,0.0,0.041718456,13.0,94.5462,OUT027,1985,1.0,2.0,3.0,2868.9322
FDO13,7.865,0.0,0.06100886,2.0,166.0526,OUT013,1987,0.0,2.0,1.0,3617.9572
DRD49,9.895,0.0,0.167799329,14.0,239.4564,OUT035,2004,2.0,1.0,1.0,5243.8408
NCF42,17.35,0.0,0.167351411,9.0,176.0712,OUT035,2004,2.0,1.0,1.0,2109.2544
DRK35,8.365,0.0,0.071832909,7.0,36.1506,OUT035,2004,2.0,1.0,1.0,721.0614
FDR58,6.675,0.0,0.041886576,13.0,92.1462,OUT013,1987,0.0,2.0,1.0,1203.1006
FDQ15,12.857645184136183,1.0,0.150341867,10.0,83.1276,OUT027,1985,1.0,2.0,3.0,1868.2348
NCP50,17.35,0.0,0.020542737,11.0,80.5618,OUT013,1987,0.0,2.0,1.0,322.2472
FDV45,16.75,0.0,0.045047439,13.0,186.4556,OUT046,1997,2.0,0.0,1.0,3942.8676
DRP35,18.85,0.0,0.091008572,7.0,129.6336,OUT049,1999,1.0,0.0,1.0,3195.84
FDN23,6.575,1.0,0.07549348,1.0,143.5444,OUT035,2004,2.0,1.0,1.0,3338.3212
FDS44,12.65,1.0,0.156286566,6.0,238.9538,OUT049,1999,1.0,0.0,1.0,4086.0146
NCI54,15.2,0.0,0.033735909,9.0,110.9912,OUT018,2009,1.0,2.0,2.0,1856.2504
FDH40,12.857645184136183,1.0,0.078547351,5.0,79.3276,OUT027,1985,1.0,2.0,3.0,1380.8692
FDF46,7.07,0.0,0.093653464,13.0,113.3834,OUT035,2004,2.0,1.0,1.0,1267.0174
FDA21,13.65,0.0,0.036107198,13.0,184.4924,OUT018,2009,1.0,2.0,2.0,5182.5872
FDI41,12.857645184136183,1.0,0.109003832,5.0,145.2418,OUT019,1985,2.0,0.0,0.0,147.1418
FDE35,7.06,1.0,0.073480266,15.0,58.8904,OUT010,1998,1.0,2.0,0.0,58.5904
DRJ24,11.8,0.0,0.113234914,14.0,186.3924,OUT013,1987,0.0,2.0,1.0,5367.6796
NCK17,12.857645184136183,0.0,0.037711338,8.0,41.548,OUT027,1985,1.0,2.0,3.0,1358.232
FDA15,9.3,0.0,0.016054884,4.0,250.2092,OUT045,2002,1.0,1.0,1.0,5976.2208
FDD36,12.857645184136183,0.0,0.021170542,0.0,117.6124,OUT027,1985,1.0,2.0,3.0,2251.7356
DRD60,12.857645184136183,0.0,0.065188619,14.0,181.1634,OUT019,1985,2.0,0.0,0.0,181.7634
FDA46,13.6,0.0,0.117537563,13.0,195.4136,OUT013,1987,0.0,2.0,1.0,5443.5808
NCO54,19.5,0.0,0.01430324,9.0,57.2614,OUT045,2002,1.0,1.0,1.0,1547.3192
FDL48,19.35,1.0,0.137697119,0.0,47.1034,OUT010,1998,1.0,2.0,0.0,145.8102
NCM19,12.857645184136183,0.0,0.047008497,11.0,112.0202,OUT027,1985,1.0,2.0,3.0,5063.409
FDS31,13.1,1.0,0.0,6.0,178.9318,OUT049,1999,1.0,0.0,1.0,3067.3406
FDV12,16.7,1.0,0.060863167,0.0,97.6384,OUT035,2004,2.0,1.0,1.0,2857.6136
FDQ31,5.785,1.0,0.0,6.0,87.1856,OUT035,2004,2.0,1.0,1.0,1406.1696
FDK55,12.857645184136183,0.0,0.045105407,10.0,89.4172,OUT019,1985,2.0,0.0,0.0,178.4344
DRG15,6.13,0.0,0.076855207,4.0,59.3536,OUT049,1999,1.0,0.0,1.0,1470.0864
NCR17,9.8,0.0,0.024482644,8.0,116.2492,OUT018,2009,1.0,2.0,2.0,2896.23
FDV01,12.857645184136183,1.0,0.0,3.0,154.6314,OUT027,1985,1.0,2.0,3.0,6515.5188
FDT21,7.42,0.0,0.020474913,13.0,248.4092,OUT018,2009,1.0,2.0,2.0,996.0368
FDT10,16.7,1.0,0.062044506,13.0,57.4562,OUT046,1997,2.0,0.0,1.0,948.0992
FDL56,12.857645184136183,0.0,0.220225608,6.0,85.6198,OUT019,1985,2.0,0.0,0.0,87.2198
FDS49,9.0,0.0,0.079794329,3.0,80.1644,OUT017,2007,1.0,1.0,1.0,1178.466
FDT32,12.857645184136183,1.0,0.114916546,6.0,188.4214,OUT019,1985,2.0,0.0,0.0,565.2642
NCX42,6.36,0.0,0.00597362,9.0,164.5526,OUT013,1987,0.0,2.0,1.0,2137.8838
FDX26,17.7,0.0,0.146973462,4.0,184.1292,OUT010,1998,1.0,2.0,0.0,547.2876
FDN02,16.5,0.0,0.07376631,3.0,208.5638,OUT013,1987,0.0,2.0,1.0,2691.8294
FDJ40,12.857645184136183,1.0,0.049349121,5.0,108.6912,OUT027,1985,1.0,2.0,3.0,3057.3536
FDU13,12.857645184136183,0.0,0.328390948,3.0,146.0418,OUT019,1985,2.0,0.0,0.0,588.5672
DRE27,11.85,0.0,0.13267058,4.0,96.4726,OUT046,1997,2.0,0.0,1.0,978.726
FDS27,10.195,1.0,0.012455787,10.0,197.511,OUT035,2004,2.0,1.0,1.0,2356.932
FDU44,12.857645184136183,1.0,0.058142797,6.0,162.1552,OUT027,1985,1.0,2.0,3.0,3086.6488
DRM59,12.857645184136183,0.0,0.006289291,7.0,153.2998,OUT019,1985,2.0,0.0,0.0,461.3994
FDT08,13.65,0.0,0.04929502,6.0,150.505,OUT049,1999,1.0,0.0,1.0,2696.49
FDL46,20.35,0.0,0.054362695,13.0,117.9466,OUT017,2007,1.0,1.0,1.0,1649.8524
NCV30,20.2,0.0,0.110356797,9.0,62.051,OUT010,1998,1.0,2.0,0.0,126.502
FDP51,13.85,1.0,0.085274988,10.0,119.6124,OUT046,1997,2.0,0.0,1.0,2014.7108
FDA51,8.05,1.0,0.164542555,4.0,112.2518,OUT013,1987,0.0,2.0,1.0,1707.777
FDM46,7.365,0.0,0.160292264,13.0,94.712,OUT045,2002,1.0,1.0,1.0,932.12
FDK02,12.5,0.0,0.112859454,3.0,118.344,OUT017,2007,1.0,1.0,1.0,2157.192
FDJ57,7.42,1.0,0.021569566,12.0,184.8582,OUT035,2004,2.0,1.0,1.0,4643.955
FDJ45,12.857645184136183,0.0,0.073055148,12.0,33.7216,OUT027,1985,1.0,2.0,3.0,1280.9992
NCB31,6.235,0.0,0.119345629,9.0,261.991,OUT017,2007,1.0,1.0,1.0,2366.919
FDJ03,12.35,1.0,0.072334667,4.0,49.1692,OUT013,1987,0.0,2.0,1.0,886.8456
FDT50,6.75,1.0,0.108148913,4.0,95.6752,OUT013,1987,0.0,2.0,1.0,958.752
NCY41,16.75,0.0,0.07585337,8.0,36.8532,OUT049,1999,1.0,0.0,1.0,1150.5024
FDJ60,19.35,1.0,0.062655235,0.0,163.3184,OUT045,2002,1.0,1.0,1.0,2641.8944
FDZ35,9.6,1.0,0.022278477,1.0,102.499,OUT046,1997,2.0,0.0,1.0,1547.985
FDS21,19.85,1.0,0.020961192,13.0,62.0194,OUT018,2009,1.0,2.0,2.0,619.194
FDM52,15.1,0.0,0.025993423,5.0,147.4076,OUT046,1997,2.0,0.0,1.0,2808.3444
FDQ08,12.857645184136183,1.0,0.018838681,6.0,62.9536,OUT027,1985,1.0,2.0,3.0,2266.3832
FDQ56,6.59,0.0,0.105577348,6.0,85.6908,OUT035,2004,2.0,1.0,1.0,1929.4884
FDS47,16.75,0.0,0.129086113,1.0,89.4856,OUT049,1999,1.0,0.0,1.0,1054.6272
DRM48,15.2,0.0,0.113125627,14.0,38.6848,OUT045,2002,1.0,1.0,1.0,1155.8288
FDW46,13.0,1.0,0.070699313,13.0,65.7484,OUT017,2007,1.0,1.0,1.0,1174.4712
FDW27,5.86,1.0,0.151467821,10.0,154.1314,OUT018,2009,1.0,2.0,2.0,3412.8908
NCQ05,11.395,0.0,0.03616416,8.0,150.1708,OUT010,1998,1.0,2.0,0.0,300.9416
FDU40,20.85,0.0,0.062606583,5.0,192.2478,OUT010,1998,1.0,2.0,0.0,387.4956
DRE12,12.857645184136183,0.0,0.0704378,14.0,112.886,OUT027,1985,1.0,2.0,3.0,2942.836
FDX35,5.035,1.0,0.079844043,1.0,226.3036,OUT013,1987,0.0,2.0,1.0,4098.6648
FDD51,11.15,0.0,0.120139206,4.0,45.0744,OUT049,1999,1.0,0.0,1.0,452.744
FDY27,6.38,0.0,0.032028115,4.0,178.3344,OUT018,2009,1.0,2.0,2.0,3211.8192
NCN06,8.39,0.0,0.120497266,9.0,162.2868,OUT046,1997,2.0,0.0,1.0,2620.5888
FDR57,5.675,1.0,0.023492524,13.0,155.5288,OUT035,2004,2.0,1.0,1.0,1414.1592
FDL32,15.7,1.0,0.122657336,6.0,110.1544,OUT049,1999,1.0,0.0,1.0,1565.9616
FDW46,13.0,1.0,0.070588037,13.0,65.9484,OUT018,2009,1.0,2.0,2.0,1043.9744
NCO17,12.857645184136183,0.0,0.073024401,8.0,121.844,OUT027,1985,1.0,2.0,3.0,3115.944
FDR19,13.5,1.0,0.159587755,6.0,145.3102,OUT013,1987,0.0,2.0,1.0,729.051
FDJ33,8.895,1.0,0.088821765,13.0,125.173,OUT017,2007,1.0,1.0,1.0,2956.152
FDB15,10.895,0.0,0.136810742,4.0,263.0568,OUT046,1997,2.0,0.0,1.0,527.3136
FDA52,16.2,1.0,0.128682722,5.0,178.437,OUT045,2002,1.0,1.0,1.0,1058.622
FDZ08,12.857645184136183,1.0,0.109459733,6.0,84.1592,OUT027,1985,1.0,2.0,3.0,1320.9472
FDR27,15.1,1.0,0.096644015,10.0,131.9942,OUT017,2007,1.0,1.0,1.0,3047.3666
NCK42,7.475,0.0,0.013120028,9.0,217.6192,OUT046,1997,2.0,0.0,1.0,1725.7536
FDZ12,12.857645184136183,0.0,0.0,0.0,144.847,OUT019,1985,2.0,0.0,0.0,143.147
FDM60,10.8,1.0,0.048339408,0.0,41.5138,OUT018,2009,1.0,2.0,2.0,446.7518
NCI31,20.0,0.0,0.08165845,11.0,35.019,OUT018,2009,1.0,2.0,2.0,585.904
FDX39,14.3,1.0,0.04975339,10.0,210.3586,OUT049,1999,1.0,0.0,1.0,6331.758
NCV05,10.1,0.0,0.030379382,8.0,153.4656,OUT017,2007,1.0,1.0,1.0,1853.5872
FDX16,17.85,0.0,0.065810045,5.0,149.105,OUT046,1997,2.0,0.0,1.0,2247.075
DRK12,9.5,0.0,0.0,14.0,32.89,OUT010,1998,1.0,2.0,0.0,33.29
NCA05,20.75,0.0,0.025272781,8.0,146.6734,OUT017,2007,1.0,1.0,1.0,445.4202
DRG51,12.1,0.0,0.019314961,4.0,164.6526,OUT010,1998,1.0,2.0,0.0,657.8104
NCR30,20.6,0.0,0.071282168,9.0,74.4696,OUT018,2009,1.0,2.0,2.0,223.7088
NCE31,7.67,0.0,0.184843579,9.0,33.1216,OUT046,1997,2.0,0.0,1.0,727.0536
FDM56,12.857645184136183,0.0,0.122896411,6.0,111.1912,OUT019,1985,2.0,0.0,0.0,218.3824
FDP24,20.6,0.0,0.082935004,0.0,119.5756,OUT013,1987,0.0,2.0,1.0,2665.8632
DRM37,15.35,0.0,0.161350176,14.0,196.6768,OUT010,1998,1.0,2.0,0.0,591.2304
FDN56,5.46,1.0,0.106968096,6.0,142.6786,OUT013,1987,0.0,2.0,1.0,2311.6576
DRE60,9.395,0.0,0.159582185,14.0,224.772,OUT049,1999,1.0,0.0,1.0,7017.532
FDW49,12.857645184136183,0.0,0.14453827,3.0,180.6002,OUT019,1985,2.0,0.0,0.0,895.501
FDM20,10.0,0.0,0.038685802,6.0,243.8144,OUT046,1997,2.0,0.0,1.0,4655.2736
FDK15,12.857645184136183,0.0,0.172309903,10.0,98.2042,OUT019,1985,2.0,0.0,0.0,198.4084
FDK48,7.445,0.0,0.037690731,0.0,73.3354,OUT049,1999,1.0,0.0,1.0,451.4124
FDO49,12.857645184136183,1.0,0.05787008,2.0,49.7008,OUT019,1985,2.0,0.0,0.0,50.6008
FDC09,15.5,1.0,0.026409147,6.0,102.1332,OUT018,2009,1.0,2.0,2.0,615.1992
NCZ41,19.85,0.0,0.064367627,8.0,126.1704,OUT013,1987,0.0,2.0,1.0,876.1928
